time,feeder,event,minutes
0:00:00,1,good,0.00
0:00:00,2,poor,0.00
0:00:00,3,best,0.00
0:00:40,1,start,0.67
0:00:53,1,start,0.88
0:01:47,1,start,1.78
0:02:04,1,start,2.07
0:02:30,1,start,2.50
0:02:49,1,start,2.82
0:05:25,1,start,5.42
0:05:25,1,start,5.42
0:05:40,1,start,5.67
0:06:08,1,start,6.13
0:06:42,1,start,6.70
0:06:57,1,start,6.95
0:07:24,1,start,7.40
0:08:12,1,start,8.20
0:08:20,1,start,8.33
0:09:17,1,start,9.28
0:11:08,1,start,11.13
0:12:45,1,start,12.75
0:12:49,1,start,12.82
0:15:22,1,start,15.37
0:16:29,1,start,16.48
0:16:58,1,start,16.97
0:17:53,1,start,17.88
0:18:46,1,start,18.77
0:18:51,1,start,18.85
0:19:36,1,start,19.60
0:19:44,1,start,19.73
0:20:38,1,start,20.63
0:21:29,1,start,21.48
0:22:07,1,start,22.12
0:22:19,1,tandem,22.32
0:22:47,1,start,22.78
0:22:57,1,start,22.95
0:23:57,1,start,23.95
0:23:58,1,start,23.97
0:24:00,1,tandem,24.00
0:24:22,1,start,24.37
0:24:28,1,start,24.47
0:24:50,1,start,24.83
0:25:12,1,start,25.20
0:25:36,1,start,25.60
0:25:58,1,start,25.97
0:27:20,1,start,27.33
0:27:25,1,start,27.42
0:27:42,1,start,27.70
0:28:00,1,start,28.00
0:28:11,1,start,28.18
0:28:46,1,tandem,28.77
0:29:08,1,start,29.13
0:29:11,1,start,29.18
0:30:16,1,start,30.27
0:30:28,1,start,30.47
0:30:50,1,start,30.83
0:31:49,1,start,31.82
0:33:39,1,start,33.65
0:33:57,1,start,33.95
0:36:03,1,tandem,36.05
0:36:36,1,start,36.60
0:38:08,1,start,38.13
0:39:02,1,start,39.03
0:39:04,1,start,39.07
0:39:05,1,tandem,39.08
0:39:24,1,start,39.40
0:39:27,1,start,39.45
0:40:57,1,tandem,40.95
0:41:08,1,start,41.13
0:41:26,1,start,41.43
0:41:28,1,start,41.47
0:41:32,1,start,41.53
0:44:02,1,start,44.03
0:44:53,1,start,44.88
0:45:11,1,tandem,45.18
0:45:48,1,start,45.80
0:46:50,1,start,46.83
0:46:55,1,start,46.92
0:49:21,1,start,49.35
0:49:24,1,start,49.40
0:50:07,1,start,50.12
0:50:41,1,tandem,50.68
0:50:58,1,start,50.97
0:51:00,1,start,51.00
0:52:57,1,tandem,52.95
0:53:25,1,start,53.42
0:53:57,1,start,53.95
0:54:00,1,start,54.00
0:54:14,1,start,54.23
0:54:19,1,start,54.32
0:54:45,1,start,54.75
0:54:47,1,start,54.78
0:54:48,1,start,54.80
0:54:50,1,start,54.83
0:55:26,1,tandem,55.43
0:55:42,1,start,55.70
0:55:45,1,start,55.75
0:55:59,1,start,55.98
0:56:51,1,start,56.85
0:58:20,1,start,58.33
0:59:22,1,start,59.37
0:59:29,1,tandem,59.48
0:59:40,1,start,59.67
0:59:52,1,start,59.87
0:59:58,1,start,59.97
1:01:13,1,start,61.22
1:01:15,1,start,61.25
1:01:56,1,start,61.93
1:02:10,1,start,62.17
